Question,Answer
"Where did you find yourself, Chamath, in this process agreeing with him or disagreeing with him?","All political candidates at some point have a fork in the road, which is that they're going to be a truth teller of their own truth. Or they're going to be conformist to talking points to try to offend the least amount of people. Okay. And the first path is much riskier, but it actually has much larger discontinuous outcomes, i.e. Trump. The other path is a good antidote to the first path when the first path is what's in power. And you saw Biden take that path. So for me, I don't agree with some of the things that he said. In fact, there are things like nuclear, which I just think he's wrong about. Sure. But what do I appreciate is that there is a version of his truth that is researched and reasoned from his own lived experience, as well as history and facts. And then he's also willing to say, I just don't know enough about it. So let me rethink it and then come back to you. I thought the comment about school choice was an example. Right. And I think that that's healthy. So on balance, I would rather have candidates in that first bucket, which are truth tellers that have the potential to cause disagreement versus the placaters who say nothing. And this is where I do agree with Freeberg. Whatever the issues are that may be important. The point is placating doesn't work anymore. And you need some kind of confrontation on hard topics for there to be any progress now. And so I prefer those kinds of people that are able to draw a hard line. Agitators, non-conformists. And I personally I've always been and I have been very anti-establishment. The idea of tearing down all these institutions of power gives me glee. I find it gleeful. Sacks. Let me look at this. This incredible. You know, almost two hour conversation we had here. I think we did hold him and force him on certain issues more than you would normally get in an interview without being sensational. We didn't lead with vaccines. We didn't lead with culture wars. We talked about really important issues."
And where did you find yourself in least agreement with him?,"Well, I want to make sure we see the forest for the trees here. Because I think you can disagree with this or that tree or you can get lost down the rabbit hole of some of these very technical scientific debates. But here's the forest is you've got this scion of wealth and privilege who comes from the most prominent, famous, democratic family. And he was set in his life to go become an environmental lawyer who go fight against big corporate environmental polluters. And somewhere along the way, he realized it wasn't just big corporations was the problem. It was the agencies, the government agencies that were supposed to be regulating them. And he realized that there was a revolving door going on between industry and these agencies. And so he ended up litigating not just against big companies, but against government agencies. I think that's a really interesting place for a candidate to come from. And what you heard him say or what I took away from it is that he has a very sophisticated critique of regulatory capture. And it goes beyond just the environmental area. It goes also to big pharma. And it goes to the military industrial complex. When he's talking about all these unnecessary wars that the United States has gotten into. And who can doubt that after we spent 20 years and $8 trillion bogged down in forever wars in the Middle East, who can doubt that the military industrial complex has played a malign role in our foreign policy. And we've got, you know, all these generals, when they retire from the Pentagon, they go right onto the boards, these defense contractors. So there's enough right about his critique that I think you can't dismiss it. You can't just say this guy's a conspiracy theorist or a nut. He's saying too many things that I know would be true. And there's a lot of other areas where I don't know what the truth is, but he is making, I'd say, sensible arguments and he's presenting data and he's asking you to challenge him on the data. So in any event, I think he's got this very interesting critique of regulatory capture. What he's basically saying is that we have a ruling elite in this country that is managing the country for its own benefit and that is screwing the middle class. And that critique actually is very similar to what Trump and DeSantis and people on the right are saying. The only difference is that I think people on the right are blaming ideology. They're saying that the ruling elite is following this woke ideology. What Kennedy is saying that is that the ruling class is following the money. But you know, I think they could both be right. I think these critiques are very compatible. So look, you might disagree with this or that part of it, but I think that this overall critique, the forest, you know, forget about the trees. I think this forest could find purchase with the electorate, because I think people just feel like there's something true about this. What I will say is this is exactly how Trump got elected. And there was a great piece, I think it was in the Atlantic when he was running the first time around that talked a lot about the psychology of his appeal that he comes from wealth, he comes from the system, but he is the anti system system product that he came out of this machine of wealth, this machine of industry, this machine of influence. And he said, this entire system needs to be torn down. And it's, by the way, the psychology that they highlighted, and it speaks to Trump, not necessarily to Robert, but what they highlighted was if you look historically at the rise of authoritarian regimes coming out of democracies, it's typically the folks that have come from an influence, from a point of influence, and from the point of privilege and power, and they then decided they wanted to tear down the system that produced them. And you trust the bully that comes out of the machine versus the outsider who doesn't really know the machine and doesn't really have access. And that's partially why I think maybe he has a shot at being the anti Biden alternative, more so perhaps in this go around than Trump is. Look, he's not a bully and he's not gonna tear everything down. Listen, I've heard him on other interviews and what he said is we need a peaceful revolution. We need to reorganize these government agencies. So he's not saying like..."
"So maybe that's why he does win over Trump, right?","Maybe he becomes the less extreme. He's not the bully, but he's like, I know how to dismantle and rebuild these systems. They're incredible. Free speech, supporting the rule of law, burgeoning the middle class. I mean, these are not things that are really controversial in the end."
"They're good morals, right?","They're good values. He's very morally grounded. I think my concern is just the framework for how you kind of rationalize and make decisions if you're allowing kind of an influence in Uendo and correlation be kind of the driving force instead of having, you know, make sure you just at least gather and sort the empirical evidence to make those decisions. That's what he's doing. He just reached a different conclusion than you. Yeah, he's just exactly because he's saying that the other conclusion is just the Orthodox conclusion, which is nothing to see here. Yeah, by the way, I'm not an Orthodox guy and I'm not like following Orthodoxy. So folks have said you're pushing RFK because you think he's a weaker candidate against the Republicans, your response. No, I don't necessarily think he'd be a weaker candidate for all the reasons we're talking about. I think he'd be preferable to Biden in a lot of people's views. So look, for me, this is not like partisan. I just think he's really interesting. I think he is a breath of fresh air. I think there are many aspects of his critique of our system and the corruption of our ruling class that hit home. I think regulatory capture is a huge issue. I think a lot of these agencies do need to be reorganized. Well, it is the invisible hand that we don't know how to quantify well in all these other discussions that we have. And he does put his finger on this really ugly, uncomfortable truth, which is there's a cloistered set of insiders for which there's a revolving door between power and money. And it's going to be very awkward for a small number of people to hear that message as he gets more attention, which is probably why the media industrial complex will not, you know, will do his best to prevent that message from getting out. The media is going to block this guy at every angle because what you said- Podcasts could play a huge role. Just like in 2016, social media broke through and played a huge role. I think in 2024, I think that podcast could break through and be the way that unorthodox candidates get their message out. It could be the way all candidates get their message out, because if after two hours of this, you don't want to learn more about him or you're not going to consider him more fully, I think it's impossible because he's so well spoken. As you said, he's got a moral compass. He's got a track record. And he's got interesting thoughts. What he isn't saying is he's not just throwing bombs and there may be things that you can debate with him about his interpretation of what he looks at, you know, and that's very fair criticism, I think, but his critique is well reasoned. And so you have to unpack the nuances of it to understand why he got to it and also to try to prove them wrong. That is very powerful because it's not just him randomly screaming about how things aren't working. No. And the moments I thought were very important here, and especially for the listeners who are listening who are making important decisions and want to maybe change the political system, there were multiple times on the issue of trans surgery, and I'm going to be very nuanced here, with the permission of the parents, he said, I need to do more research on it. On Freeburg challenging him about spending, he said, I need to give that some more thought, but broadly speaking, I think we can take money out of the military budget and billion-dollar planes that don't fly in the rain. There were many moments where he conceded, I need to give that some more thought, I need to be thoughtful about that. That's not something that you typically hear, but in a platform like this with the nuance that we've created on this platform having discussions, and the audience also being nuanced and having depth, we know the fans of this podcast are in a lot of positions of power, I'm sure 100% or very high percentage of the people who listen to this podcast actually vote and are very influential within their own circles. I think this kind of platform, we have a very deep discussion, and somebody can say, you know what, I need to go deeper on that and think about it."
"When I asked him about weapons in Taiwan, and then I said, hey, why wouldn't you give an answer that you defend Taiwan?","Biden gave it, so I don't want to tip my card, you wouldn't want to do that. That's a really good answer. By the way, the official policy of the United States towards Taiwan is strategic ambiguity, which means we don't say whether we'll defend it, it depends on the circumstances. That was a guess. And Biden, when he's now said multiple times that he would defend it, and his own staff walked it back, because they said we're not changing strategic ambiguity. So, yeah, I mean, the policy he said in that case actually is the United States policy. So let me ask you guys a question."
"If he won the Democratic nomination, and he's up against Trump, who do you vote for?","Obviously. RfK. Yeah, of course RfK. And I think Saks would have a hard time. He wouldn't say who he's voted for previously. I think Saks would vote."
"Or if he's not going to say, are you going to say no?","Saks doesn't like to say, he's just a Machiavellian. I'm reserving Desmond on the general until I know who both candidates are. Okay. He wouldn't even, Saks wouldn't even tell us who he voted for. I would love for RFK Jr. to be on the ballot and have that choice, for sure. And as possible, I would, as possible, I would vote for him. It depends who the other person is."
Is it really?,"Because you wouldn't even tell us who you voted for or if you voted in the last election. Well, that's my right, Jason. I don't have to tell you. I just think it's intellectually dishonest, since you talk about politics so much that I do. I think you should tell us who you voted for. I talk about issues. I talk about issues. Now I decide to balance those issues, because every candidate is a complex mix of issues. That's ultimately my decision."
"Yeah, but for somebody who inject politics into everything to not just say it?","I don't inject it. I'm not the one injecting. So to follow up on the question I asked, I would love to see Donald Trump come on the show and give him an opportunity to have a conversation and see if folks can have a different point of view coming out of that, as well as Joe Biden and maybe some of the other candidates running for the Republican nomination. And I want to see if the points of focus for us can, you know, maybe match up with one or more of these candidates. So far, I'm still..."
We think?,"Yeah. So Nikki Halley's in, and then Trump will do it, and then Biden will not. Trump will do it."
"Jason, do you want me to do the announcement on the summit?","Oh, please. Okay, so... Brrrrrrrrrrrrrrrrrrrrrrrrrrr... We are confirmed and signed on our venue, and so we are confirmed for All In Summit 2023 in Los Angeles, September 10th through 12th. Secure the bag, baby! Let's go! We'll put out the... And I think it's going to be really exciting because we'll have an opportunity at this point in the year. We have a lot of time to put together a really high quality agenda for conversations we each want to have with really amazing people. So I'm excited about that. We've kind of started to put together some ideas on what we want to talk about who we want to invite to have those conversations of us put out some invites. So very good job by the way, and you'll be leading your lead. This is your AI summit. So I'm handing everything off to you. I'm helping with the parties basically, but you're driving. Congratulations. Your team is exceptional. I just want to let the audience know. We're doing it together. Yeah, but I'm stepping back and letting you drive. I consider this like your... I care very deeply about content and I want to make sure that we get a chance to have the experience and have a chance to have the conversations we want to have with the folks we want to talk with. Nothing can be better than you building on top of the first one and then we just keep going from there. Chumath and Sax, if they want to build on it from there. There'll be three... This is what everybody wants to know is tickets. There's going to be three ticket tiers. There'll still be a VIP one for $7,500 that gets you into the dinners. Oh, sorry. Yeah, that's an important point. The VIP experience this year, we got some feedback on the last go around that we needed to make sure there was a degree of differentiation. So the VIP experience will include special VIP dinners, early access to the theater, gift bags, special sections during the parties. So hopefully it elevates the experience a bit for folks that are able to pay the higher ticket fee, which actually helps support the whole program. Bottle service. No bottle service. I mean, bottle service if you bring your card. But hopefully as a way to kind of support the overall program and keep the cost down for everyone else and then it's a $1,500 general admission pass, which includes access to the parties and then we'll still have the scholarship class."
Can I tell you guys a funny story?,"Yeah. When I joined the ownership group that bought the Warriors, I heard a rumor which was that when we were competing, it was us versus Ellison to buy the Warriors. And Ellison had an idea. I don't know if this is true or not. This is what I heard. He had an idea for a new stadium and he's like, he wanted to make it an ultra VIP stadium. And so there's only 5,000 seats and they fall for like Singapore Airlines first class seats. So you go to the stadium to watch the team. But it'd be like everybody would be like up close and you could touch. And outside they also had a thousand guillotines. So you could just, yeah. I mean, it's hard enough for a family to go see the Warriors. I don't know if that's true or not, but I thought it was very funny. Warriors tickets are crazy expensive now. It's like hundreds of dollars for nosebleed seats. For the dictator Tramoff Polly Hoppitya, for David Sacks who set up this episode, and Friedberg, the Sultan of Science. We hope you enjoy this. It's the first of many to come. We will still be doing regular dockets. We might have to go to two episodes a week on weeks like this."
Who knows?,"But give us your feedback, share the show, and we'll see you all at the All In Summit. We'll let your winners ride. We should all just get a room and just have one big huge orgy because they're all just useless. It's like this sexual tension that they just need to release somehow."
What?,You're about to be...
What?,You're about to be... Be...
What?,We need to get mercy. I'm going all in. I'm going all in.
